_dataobs_,Pool,Horses,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
964,Private,N,Scottsdale,1478,3,1959,3,2,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,6754,Detached,Cash
971,None,N,Tempe,2088,5,1979,4,2,1,1,Wood,Fees,Marcos De Niza,3,213,12423,Detached,Conventional
976,Community,N,Chandler,1336,3,1986,3,2.5,2,2,Sanborn,Willis,Chandler High,80,80,6064,Detached,Cash
977,None,N,Tempe,1012,3,1958,3,1,1,1,Flora Threw,Connolly,McClintock,3,213,6451,Detached,Conventional
985,None,N,Scottsdale,3337,5,2004,5,4.5,1,1,Lone Mountain,Sonoran Trails,Cactus Shadows,93,93,11104,Detached,Conventional
1002,Community,N,Scottsdale,1622,3,1997,3,2,1,1,Desert Canyon,Copper Ridge,Sahuaro Ranch,48,48,4731,Detached,Conventional
1010,None,N,Tempe,1680,4,1965,4,2,1,1,Walter J Meyer,Connolly,McClintock,3,213,8642,Detached,Conventional
1011,Private,N,Chandler,1701,3,2001,3,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,7317,Detached,Conventional
1017,None,N,Tempe,1292,3,1971,2,2,1,1,Evans,McKemy,Tempe High School,3,213,6303,Detached,Cash
1020,Private,N,Scottsdale,2573,4,1999,3,3.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10077,Detached,Other
1021,Private,N,Scottsdale,2890,4,1983,4,3,2,2,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,9942,Detached,Other
1027,Community,N,Fountain Hills,2158,3,2001,2,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,6915,Detached,Cash
1031,Private,N,Scottsdale,1971,4,1983,4,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,8486,Detached,Conventional
1033,None,N,Scottsdale,1704,3,1961,3,2.5,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,6786,Detached,Conventional
1045,Private,N,Scottsdale,3054,4,1996,4,3,1,1,Pinnacle Peak,Explorer,Pinnacle,69,69,30136,Detached,Conventional
1050,Private,N,Chandler,3781,5,1998,4,2.5,2,2,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,11257,Detached,Conventional
1053,Private,N,Scottsdale,1512,3,1994,2,2,1,1,Sandpiper,Desert Shadows Scott,Horizon,69,69,8092,Detached,Cash
1065,None,N,Scottsdale,2018,5,1959,4,2,1,1,Tonalea,Supai,Coronado High,48,48,6667,Detached,Conventional
1072,None,N,Scottsdale,3171,5,1999,3,3,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,35167,Detached,Cash
1073,Private,N,Chandler,2699,4,2015,3,3.5,1,1,Robert JC Rice Elem,Willie & Coy Payne J,Perry,80,80,9409,Detached,Cash
1095,Private,N,Tempe,2214,4,1986,3,2,1,1,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,213,8803,Detached,Conventional
1098,Community,N,Scottsdale,2473,5,2021,4,2.5,2,2,Copper Canyon,Sunrise Middle,Horizon School,69,69,5400,Detached,Cash
1106,Community,N,Chandler,1525,3,2001,3,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,7039,Detached,Conventional
1108,None,N,Tempe,1404,5,1975,4,2,1,1,Frank Elementary Sch,Gililland,Tempe High School,3,213,9953,Detached,Conventional
1109,None,N,Chandler,856,2,1941,2,1,1,1,Galveston,Willis,Chandler High,80,80,7579,Detached,FHA
1111,Private,N,Scottsdale,3237,4,1996,4,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,19259,Detached,Other
1112,Private,N,Chandler,4312,6,1999,4,4,3,2,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,20300,Detached,Conventional
1114,Private,N,Scottsdale,1772,3,1956,3,2,1,1,Pima,Tonalea,Coronado High,48,48,10599,Detached,Conventional
1120,None,Y,Scottsdale,2740,4,2022,4,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,43560,Detached,Conventional
1126,None,N,Tempe,1799,3,1956,3,1.75,1,1,Broadmor Elementary,McKemy,McClintock,3,213,7906,Detached,Conventional
1128,Community,N,Tempe,1924,3,1999,3,2,1,1,Curry,Connolly,McClintock,3,213,6739,Detached,Conventional
1133,None,N,Chandler,1261,3,2004,3,2,1,1,Ira A. Fulton,Santan Junior High,Hamilton,80,80,4351,Detached,FHA
1134,None,N,Chandler,1208,3,1995,3,2,1,1,Sanborn,Willis,Chandler High,80,80,5323,Detached,Conventional
1151,Private,N,Scottsdale,1652,4,1962,4,2,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,8945,Detached,Conventional
1156,Private,N,Scottsdale,1971,3,1987,3,2.5,1,1,North Ranch,Sunrise,Horizon,69,69,10722,Detached,Cash
1163,Community,N,Scottsdale,2302,5,2001,4,3,2,2,Whispering Wind,Explorer,Horizon School,69,69,4320,Detached,Cash
1172,None,N,Chandler,2162,5,1996,5,3,2,2,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,5889,Detached,Conventional
1181,Private,N,Tempe,2276,5,1973,4,2,1,1,Fuller,Fees,Marcos De Niza,3,213,11426,Detached,Other
1186,Private,N,Chandler,1643,4,1986,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,8381,Detached,Cash
1190,Private,N,Scottsdale,3175,5,1994,3,3.5,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,16686,Detached,Conventional
1191,None,Y,Scottsdale,2418,4,2001,4,2.5,2,2,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,109162,Detached,Conventional
1196,Private,N,Scottsdale,2242,4,1989,4,2,1,1,Copper Canyon,Explorer,Pinnacle,69,69,10000,Detached,Conventional
1197,Private,N,Chandler,2862,5,2010,4,2.5,1,1,Ira A. Fulton,Bogle Junior High,Hamilton,80,80,12180,Detached,Conventional
1206,Both,N,Scottsdale,2062,3,1993,3,2,1,1,Kiva,Mohave,Saguaro High,48,48,8194,Detached,Conventional
1207,None,N,Scottsdale,1747,3,1991,3,2.5,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,4618,Detached,VA
1211,Private,N,Chandler,2316,4,1992,4,3,2,2,Shumway,Willis,Chandler High,80,80,8621,Detached,Conventional
1213,None,N,Fountain Hills,1641,3,1977,3,2,1,1,Fountain Hills,Fountain Hills,Fountain Hills,98,98,13116,Detached,Conventional
1214,None,N,Tempe,2366,5,1963,5,2.5,2,2,Hudson,Connolly,McClintock,3,213,8137,Detached,Conventional
1227,Private,N,Scottsdale,2186,3,2018,3,3,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7480,Detached,Cash
1231,Private,N,Scottsdale,2170,5,1959,4,2,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,7060,Detached,Conventional
1234,Both,N,Tempe,3457,6,1988,5,4,2,2,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,213,9605,Detached,Other
1236,Private,N,Chandler,3580,6,1997,4,2.5,2,2,Connolly,John M Andersen Jr H,Chandler High,80,80,7815,Detached,Conventional
1240,Private,N,Scottsdale,1433,4,1981,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mt Middle Sch,48,48,6753,Detached,Conventional
1249,Private,N,Scottsdale,3069,6,1985,5,3.5,2,2,North Ranch,Desert Shadows Scott,Horizon School,69,69,14592,Detached,Conventional
1255,Private,N,Scottsdale,2152,4,1998,4,2,1,1,Grayhawk,Desert Shadows Scott,Pinnacle,69,69,8375,Detached,Cash
1260,Private,N,Chandler,2654,5,1999,5,3,2,2,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,7150,Detached,Cash
1263,Private,N,Chandler,2970,4,1993,4,2.5,2,2,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,213,8307,Detached,Conventional
1268,Private,N,Tempe,2138,4,1994,4,2.5,2,2,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,5330,Detached,Conventional
1280,None,N,Scottsdale,1732,4,1959,3,2,1,1,Tonalea,Tonalea,Coronado High,48,48,7407,Detached,Cash
1281,None,N,Chandler,1626,5,1961,3,2,1,1,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,7980,Detached,Conventional
1287,Private,N,Scottsdale,2600,5,1996,4,2.5,2,2,Sandpiper,Desert Shadows Scott,Horizon School,69,69,6943,Detached,Conventional
1291,None,N,Scottsdale,1680,5,1958,4,2,1,1,Pima,Mohave,Saguaro,48,48,6508,Detached,Cash
1295,None,N,Fountain Hills,1496,3,1986,3,2,1,1,Fountain Hills,Fountain Hills,Fountain Hills,98,98,13159,Detached,Conventional
1307,None,N,Scottsdale,1910,4,1958,4,2,1,1,Tavan,Ingleside,Arcadia High,48,48,10302,Detached,Cash
1311,None,N,Scottsdale,2128,4,1965,3,1.75,1,1,Griffith,Orangedale,Camelback High sch,31,210,17771,Detached,Other
1322,None,N,Chandler,1662,4,1993,3,2,1,1,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,213,7248,Detached,Conventional
1324,None,N,Tempe,1244,3,1958,3,2,1,1,Holdeman,Gililland,Tempe High School,3,213,7375,Detached,Other
1325,None,N,Tempe,1457,4,1962,4,2,1,1,Holdeman,Gililland,Tempe High School,3,3,6970,Detached,Cash
1338,Private,N,Scottsdale,2060,5,1959,4,3,1,1,Tonalea,Supai,Coronado,48,48,8182,Detached,Conventional
1339,Private,N,Chandler,3405,7,2002,6,3.5,2,2,San Tan,Santan Junior High,Hamilton,80,80,10321,Detached,Conventional
1359,None,N,Chandler,1616,3,1984,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,7649,Detached,Conventional
1368,Private,N,Scottsdale,2332,4,1968,4,2,1,1,Navajo,Mohave,Saguaro High,48,48,10514,Detached,Cash
1369,None,N,Scottsdale,3655,5,2019,4,4,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,44353,Detached,Conventional
1377,Private,N,Scottsdale,2068,4,1985,4,2,1,1,Redfield Elementary,Desert Canyon,Desert Mountain,48,48,11475,Detached,Conventional
1378,Private,N,Chandler,3541,6,2016,5,3.5,2,2,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,8732,Detached,Conventional
1380,Private,N,Chandler,3000,4,1998,4,3,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10254,Detached,Conventional
1396,Private,N,Chandler,2004,4,1983,4,2.5,3,3,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,7495,Detached,Conventional
1399,Private,N,Tempe,2241,4,1970,4,2,1,1,Roosevelt,Carson Junior High,Westwood,4,4,9261,Detached,Conventional
1403,Private,N,Chandler,1401,3,1987,3,2,1,1,Erie,John M Andersen Jr H,Chandler High,80,80,5499,Detached,Conventional
1405,Private,N,Scottsdale,3716,5,1996,5,3,2,2,Copper Canyon,Sunrise Middle,Horizon School,69,69,11397,Detached,Conventional
1415,Private,N,Fountain Hills,2866,4,1984,4,5,2,2,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,16683,Detached,Conventional
1416,Private,N,Scottsdale,1590,5,1960,5,2,1,1,Tonalea,Tonalea,Coronado High,48,48,6544,Detached,Conventional
1420,None,N,Scottsdale,1584,3,1984,3,2,1,1,North Ranch,Desert Shadows,Horizon School,69,69,8507,Detached,Conventional
1430,Community,N,Chandler,1520,3,1986,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,4569,Detached,Cash
1440,None,N,Tempe,1852,5,1955,5,2,1,1,Holdeman,Gililland,Tempe High School,3,213,7540,Detached,Cash
1445,None,N,Tempe,1669,3,1984,3,2,1,1,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,213,7971,Detached,Conventional
1458,Private,N,Chandler,2414,5,2009,3,2.5,2,2,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,4500,Detached,Cash
1480,Community,N,Chandler,1978,4,1991,4,2.5,2,2,Kyrene de la Maripos,Kyrene Aprende,Corona del Sol,28,213,4247,Detached,Cash
1485,None,N,Chandler,1386,3,1956,3,2,1,1,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,7836,Detached,VA
1486,None,N,Tempe,1416,3,1979,3,2,1,1,Wood,Fees,Marcos De Niza,3,3,12776,Detached,Cash
1488,Private,N,Chandler,3714,5,2001,5,3.5,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,13497,Detached,Conventional
1491,Private,N,Scottsdale,2560,4,1969,4,2,1,1,Griffith,Orangedale,Camelback High sch,31,210,10446,Detached,Conventional
1503,Private,N,Chandler,2844,5,2004,4,2.5,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,9600,Detached,Other
1511,None,N,Chandler,2257,5,2000,5,2,1,1,Rudy G. Bologna,Willis,Perry,80,80,9428,Detached,Conventional
1512,None,N,Chandler,1797,3,1996,3,2.5,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,18384,Detached,Other
1519,None,N,Chandler,1798,5,1991,4,2,1,1,Shumway,Willis,Hamilton,80,80,7797,Detached,Conventional
1520,None,N,Tempe,1260,3,1966,3,2,1,1,Meyer,Connolly,McClintock,3,213,6181,Detached,Conventional
1522,None,N,Tempe,1379,3,1982,3,2,1,1,McKemy,Arredondo Elem,Tempe High School,3,213,7697,Detached,Cash
1534,Private,N,Scottsdale,3349,7,1987,5,3,2,2,Desert Springs,Desert Shadows,Horizon,69,69,8242,Detached,Conventional
1536,Private,N,Scottsdale,2309,4,1990,4,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,12701,Detached,Conventional
1541,Private,N,Scottsdale,2230,4,1979,3,2.5,1,1,Liberty Scottsdale,Sunrise Middle,Paradise Valley,69,69,10211,Detached,Conventional
1548,Private,N,Scottsdale,2054,3,1961,3,3,1,1,Navajo,Mohave,Saguaro,48,48,8885,Detached,Cash
1562,Private,N,Chandler,1548,4,1979,4,2,1,1,Pomeroy,Hendrix,Dobson,4,4,7105,Detached,Conventional
1570,None,N,Chandler,1293,3,1985,3,2,1,1,Rudy G. Bologna,Willis,Hamilton,80,80,9814,Detached,Conventional
1574,None,N,Chandler,1286,2,1951,2,1,1,1,Galveston,Willis,Chandler High,80,80,7514,Detached,Cash
1585,None,N,Scottsdale,1836,3,1967,3,2,1,1,Sandpiper,Desert Shadows Scott,Horizon School,69,69,24059,Detached,Other
1596,Private,N,Scottsdale,1839,3,1979,3,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon,69,69,10000,Detached,Other
1601,Private,N,Chandler,1837,3,2003,3,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,10337,Detached,Conventional
1607,Private,N,Tempe,1809,5,1964,3,2,1,1,Carminati,McKemy,McClintock,3,213,8477,Detached,Cash
1608,Community,N,Chandler,2085,4,1993,4,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,8089,Detached,Cash
1610,Community,N,Chandler,1387,3,2001,2,2,1,1,John M Andersen Jr H,Santan Junior High,Chandler High,80,80,4491,Detached,VA
1612,Both,N,Scottsdale,3108,3,2000,3,2.5,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,11875,Detached,Other
1620,Private,N,Scottsdale,2249,5,1997,3,2.5,2,2,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,12169,Detached,Conventional
1622,None,N,Scottsdale,2786,4,1989,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10149,Detached,Other
1623,Private,N,Scottsdale,2148,4,1977,4,2,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,18599,Detached,Cash
1632,None,N,Scottsdale,1416,3,1959,3,1.75,1,1,Navajo,Mohave,Saguaro High,48,48,7215,Detached,Conventional
1636,Community,N,Chandler,1346,3,2000,3,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,4139,Detached,Cash
1642,Private,N,Scottsdale,2850,4,1996,4,3,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9015,Detached,Cash
1646,None,N,Chandler,3521,6,2011,4,3,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10663,Detached,Conventional
1647,Private,N,Fountain Hills,2425,3,1991,2,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,16466,Detached,Conventional
1649,Private,N,Scottsdale,1850,4,1960,4,2,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,8652,Detached,Cash
1650,Private,N,Fountain Hills,2358,5,1987,4,2.5,1,1,Fountain Hills,Fountain Hills Middl,Fountain Hills,98,98,10995,Detached,Conventional
1661,None,N,Tempe,1477,3,1960,3,2,1,1,Laird,McKemy,Tempe High School,3,3,8612,Detached,Cash
1666,None,N,Chandler,1381,4,2000,3,2.5,2,2,Islands,Mesquite Jr High,Mesquite High,41,41,3198,Detached,Conventional
1667,Private,N,Scottsdale,2996,3,1989,3,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,8456,Detached,Cash
1694,None,N,Chandler,1614,3,1971,3,2,1,1,Galveston,Willis,Chandler High,80,80,7022,Detached,Conventional
1704,None,N,Fountain Hills,2300,4,1995,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,10010,Detached,Other
1705,None,Y,Scottsdale,2247,4,1976,3,2,1,1,Laguna,Mountainside,Desert Mt Middle Sch,48,48,42427,Detached,Cash
1707,Private,N,Chandler,3137,6,1983,5,3,1,1,Pomeroy,Hendrix,Dobson,4,4,10925,Detached,Conventional
1709,Private,N,Chandler,2985,6,2004,5,3,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,8510,Detached,Conventional
1718,None,N,Scottsdale,1410,4,1957,4,2,1,1,Pima,Supai,Coronado High,48,48,6109,Detached,Cash
1719,None,N,Tempe,2057,2,1969,2,2,1,1,Broadmor Elementary,McKemy,Tempe High School,3,213,14288,Detached,Conventional
1721,None,N,Chandler,1959,4,1993,3,2,1,1,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,5763,Detached,Conventional
1728,None,N,Tempe,1498,3,1976,3,2,1,1,Fuller,Fees,Marcos De Niza,3,213,6186,Detached,Conventional
1730,None,N,Tempe,1661,3,1994,3,2,1,1,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,4835,Detached,Conventional
1733,None,N,Chandler,1041,3,1983,3,2,1,1,Pomeroy,Hendrix,Dobson,4,4,7070,Detached,Conventional
1740,Private,N,Scottsdale,2552,6,1974,5,2,1,1,Desert Shadows,Desert Shadows Nogal,Horizon School,69,69,14791,Detached,Other
1749,Private,N,Scottsdale,3099,5,1988,5,3.5,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,8456,Detached,Cash
1754,Community,N,Scottsdale,1659,3,1998,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,8200,Detached,Conventional
1760,None,N,Scottsdale,2026,4,1959,4,2,1,1,Yavapai,Supai,Coronado High,48,48,7823,Detached,Conventional
1766,None,N,Chandler,1973,3,2004,3,2.5,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,7500,Detached,Conventional
1773,None,N,Chandler,2219,4,1992,3,3,3,3,Dr. Howard K. Conley,John M Andersen Jr H,Hamilton,80,80,6277,Detached,Conventional
1776,Community,N,Chandler,1554,3,1985,3,2,2,2,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,4508,Detached,Conventional
1779,Community,N,Chandler,1290,3,1985,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,5545,Detached,Other
1780,None,N,Tempe,1308,4,1975,3,2,1,1,Aguilar,Fees,Marcos De Niza,3,213,7353,Detached,Conventional
1782,Community,N,Chandler,1105,2,1984,2,2,1,1,Sanborn,John M Andersen Jr H,Chandler High,80,80,5611,Detached,Conventional
1787,Private,N,Scottsdale,2950,5,1995,5,3.5,2,2,Copper Canyon,Sunrise Middle,Horizon School,69,69,7754,Detached,Cash
1792,Private,N,Scottsdale,3549,6,1988,5,3,2,2,Desert Springs,Desert Shadows Scott,Horizon School,69,69,8031,Detached,Cash
1801,Private,N,Chandler,2270,3,1999,3,2,1,1,CTA Liberty,Willis,Perry,80,80,7383,Detached,Conventional
1802,None,N,Chandler,1871,3,2006,3,2,1,1,Haley Elementary,Santan Junior High,Perry,80,80,9179,Detached,Conventional
1803,None,N,Scottsdale,1148,3,1961,3,2,1,1,Yavapai,Supai,Coronado High,48,48,6466,Detached,Conventional
1815,Private,N,Scottsdale,1934,3,1971,3,2,1,1,Desert Shadows,Desert Shadows Scott,Paradise Valley,69,69,26211,Detached,Cash
1819,None,N,Chandler,3376,6,2003,5,3.5,2,2,Basha Elementary Sch,San Tan,Perry,80,80,9107,Detached,Conventional
1821,None,N,Scottsdale,2072,3,1974,3,2,1,1,Sandpiper,Desert Shadows Scott,Horizon School,69,69,10593,Detached,Conventional
1822,None,N,Chandler,2478,4,2005,4,2.5,1,1,Haley Elementary,Santan Junior High,Perry,80,80,9262,Detached,Conventional
1823,Private,N,Chandler,2429,4,2004,3,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,12348,Detached,Conventional
1825,Private,N,Chandler,3303,5,2004,5,3,2,2,Jane D. Hull,Santan Junior High,Basha High,80,80,8250,Detached,VA
1835,Community,N,Fountain Hills,1417,2,1993,2,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,5312,Detached,Cash
1839,Private,N,Scottsdale,3505,5,1998,4,3.5,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,10000,Detached,Other
1845,Community,N,Scottsdale,1970,3,1993,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,6441,Detached,Conventional
1852,Private,N,Fountain Hills,1824,3,1977,3,2,2,2,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,14039,Detached,Conventional
1863,Private,N,Scottsdale,2621,4,1989,4,2.5,1,1,Whispering Wind,Sunrise Middle,Horizon School,69,69,8910,Detached,Conventional
1864,Private,N,Scottsdale,2128,4,1985,4,2.5,2,2,North Ranch,Desert Shadows Scott,Horizon School,69,69,9349,Detached,Conventional
1871,None,N,Scottsdale,2000,3,1981,3,3,1,1,North Ranch,Desert Shadows Scott,Horizon School,69,69,11038,Detached,Conventional
1872,Private,N,Chandler,3827,6,2007,5,3.5,2,2,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,9975,Detached,Conventional
1880,Private,N,Scottsdale,2360,3,1979,3,2.5,1,1,Kiva,Mohave,Saguaro,48,48,10571,Detached,Cash
1881,Private,N,Scottsdale,3243,5,1994,5,2.5,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,7819,Detached,Cash
1888,Community,N,Scottsdale,1715,3,1985,3,2,1,1,Laguna,Mountainside,Desert Mountain,48,48,5773,Detached,Other
1892,None,N,Scottsdale,1509,3,1959,3,2,1,1,Tonalea,Tonalea,Coronado High,48,48,7003,Detached,Cash
1894,Community,N,Scottsdale,1686,3,1989,3,2,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,4722,Detached,Conventional
1898,Community,N,Chandler,1688,3,1991,3,2,1,1,Rudy G. Bologna,Willis,Perry,80,80,6277,Detached,Conventional
1900,Both,N,Chandler,1516,3,2004,2,2,1,1,Adult,Adult,Adult,80,80,7462,Detached,Conventional
1905,None,N,Tempe,1161,3,1950,3,1.75,1,1,Holdeman,McKemy,Tempe High School,3,213,8568,Detached,Cash
1907,None,N,Chandler,1741,3,1977,3,2,1,1,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,7871,Detached,Other
1910,Private,N,Scottsdale,2157,4,1985,4,2.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,10514,Detached,Carryback
1915,None,N,Scottsdale,2793,3,1992,3,3,1,1,Cochise,Cocopah,Chaparral High,48,48,8998,Detached,Cash
1918,Private,N,Scottsdale,3026,4,2002,4,3,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,11250,Detached,Other
1923,Private,N,Scottsdale,2549,5,1978,5,3,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,15322,Detached,Cash
1927,Community,N,Scottsdale,1706,3,1992,3,2,1,1,Cochise,Cocopah,Saguaro High,48,48,5255,Detached,Cash
1929,Private,N,Chandler,2953,5,2004,5,2.5,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,9163,Detached,Conventional
1930,None,N,Chandler,3402,5,2001,4,2.5,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10161,Detached,Cash
1934,None,N,Tempe,1878,3,1983,3,3,1,1,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,213,7527,Detached,Conventional
1936,None,N,Tempe,1642,4,1977,4,2,1,1,Fuller,Fees,Marcos De Niza,3,213,7782,Attached,Conventional
1942,None,N,Chandler,1981,4,1987,4,2.5,2,2,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,6277,Detached,Cash
1943,Community,N,Chandler,1600,3,1987,3,3,2,2,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,213,5092,Detached,Cash
