_dataobs_,Pool,Horses,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
3658,None,N,Scottsdale,1290,3,1960,3,2,1,1,Hohokam Scottsdale,Hohokam Middle Schoo,Coronado High,48,48,7121,Detached,Cash
3661,Private,N,Chandler,2609,4,2006,4,2.5,1,1,Haley Elementary,San Tan,Basha High,80,80,8400,Detached,Conventional
3663,Community,N,Scottsdale,1832,3,1999,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,4949,Detached,Conventional
3666,Both,N,Scottsdale,2358,4,1994,3,2.5,1,1,Black Mountain,Sonoran Trails,Cactus View,93,93,7700,Detached,Conventional
3678,None,N,Chandler,1861,3,1996,3,2,1,1,Galveston,Willis,Chandler High,80,80,6360,Detached,Cash
3685,Private,N,Scottsdale,2331,3,1984,3,2,1,1,Sequoya,Cocopah,Chaparral High,48,48,17836,Detached,Other
3692,Private,N,Scottsdale,1749,4,1985,4,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7937,Detached,Conventional
3695,Private,N,Scottsdale,1924,3,1990,2,2,1,1,Cheyene Elementary,Desert Canyon Middle,Desert Mountain High,48,48,6213,Detached,Conventional
3697,Private,N,Chandler,3438,6,1999,4,3,2,2,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10000,Detached,Conventional
3698,None,N,Chandler,3873,8,2006,6,3.5,2,2,Haley Elementary,San Tan,Perry,80,80,9108,Detached,Conventional
3705,Private,N,Scottsdale,1780,3,1995,3,2,1,1,Other,Desert Canyon,Desert Mountain,48,48,5288,Detached,Conventional
3709,None,N,Scottsdale,1607,3,1994,2,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,5665,Detached,Conventional
3716,None,N,Chandler,1632,4,1983,4,2,1,1,Sanborn,Willis,Chandler High,80,80,11966,Detached,Conventional
3718,Community,N,Tempe,1417,3,1990,3,2.5,2,2,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,3376,Detached,Conventional
3720,None,N,Chandler,1045,2,1984,2,2,1,1,Frost,Hendrix,Mesa High,4,4,5336,Detached,Conventional
3721,Private,N,Fountain Hills,3547,5,1986,4,4,3,2,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,57059,Detached,Other
3729,Private,N,Scottsdale,3126,5,1989,5,3,2,2,Desert Springs,Desert Shadows Scott,Horizon School,69,69,12167,Detached,Cash
3738,None,N,Scottsdale,1715,3,1994,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,6949,Detached,Conventional
3740,None,N,Tempe,2415,4,1979,4,3,3,2,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,213,7998,Detached,Conventional
3750,None,N,Chandler,2412,3,2016,3,2.5,2,2,Sanborn,Willis,Chandler High,80,80,5000,Detached,Conventional
3754,None,N,Chandler,1803,3,1949,3,2,1,1,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,13652,Detached,VA
3759,Both,N,Scottsdale,2504,3,1996,3,2.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7713,Detached,Cash
3767,Private,N,Scottsdale,1630,3,1963,3,2,1,1,Griffith,Orangedale,Camelback High sch,31,210,21697,Detached,Cash
3769,Private,N,Scottsdale,2203,3,1968,3,2,1,1,Navajo,Mohave,Saguaro High,48,48,10835,Detached,Cash
3771,Private,N,Chandler,2478,4,1999,4,2,1,1,CTA Humphrey,Willis,Perry,80,80,8940,Detached,Conventional
3779,None,N,Tempe,1972,3,1968,3,2,1,1,Hudson,Connolly,McClintock,3,213,9823,Detached,Conventional
3787,Private,N,Fountain Hills,2396,3,1975,3,3,1,1,Foothills Phoenix,Fountain Hills Middl,Fountain Hills,98,98,15263,Detached,Cash
3793,None,N,Chandler,1159,3,1981,3,1.75,1,1,Sirrine,Summit Academy,Dobson,80,80,7301,Detached,Conventional
3800,Private,N,Tempe,4255,6,1983,4,3.5,2,1,Kyrene de la Maripos,Kyrene Middle,Corona del Sol,28,213,15982,Detached,Conventional
3806,Private,N,Chandler,3303,5,2003,4,3,2,2,Jane D. Hull,San Tan,Basha High,80,80,9520,Detached,Conventional
3810,Community,N,Chandler,1894,3,2002,2,2,1,1,Adult,Adult,Adult,80,80,7343,Detached,Cash
3822,Private,N,Scottsdale,3139,4,1989,4,2.5,2,2,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,9417,Detached,Cash
3826,Private,N,Scottsdale,1737,3,1983,3,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,10350,Detached,Conventional
3830,Private,N,Chandler,2587,4,1984,4,4,2,2,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,8429,Detached,Conventional
3839,Community,N,Scottsdale,2466,4,1992,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,8983,Detached,Conventional
3841,Private,N,Scottsdale,2432,4,1992,3,2.5,1,1,Zuni Hills,Desert Canyon,Desert Mountain High,48,48,9055,Detached,Conventional
3846,Private,N,Scottsdale,3383,5,1991,5,3,2,2,Desert Springs,Desert Shadows Scott,Horizon School,69,69,7877,Detached,Conventional
3847,None,Y,Scottsdale,3065,5,2022,4,3.5,1,1,Horseshoe Trails,Sonoran Trails,Cactus High,93,93,43685,Detached,Conventional
3849,Both,N,Scottsdale,2034,4,2000,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,9014,Detached,Cash
3852,None,N,Chandler,2425,4,2016,3,2.5,1,1,Weinberg,Willie & Coy Payne J,Perry,80,80,7460,Detached,Conventional
3856,None,N,Chandler,2195,4,2004,3,2.5,2,2,Frye,Bogle Junior High,Hamilton,80,80,3262,Detached,Cash
3861,Private,N,Scottsdale,2000,4,1967,4,3,1,1,Pueblo,Mohave,Saguaro High,48,48,8216,Detached,Conventional
3862,Private,N,Fountain Hills,2928,4,1998,4,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,12085,Detached,Conventional
3864,Private,N,Scottsdale,2857,4,1996,3,2.5,1,1,Copper Ridge,Copper Ridge,Chaparral High,48,48,10920,Detached,Conventional
3877,Private,N,Chandler,2629,7,1996,5,3,2,2,Dr. Howard K. Conley,John M Andersen Jr H,Hamilton,80,80,6896,Detached,Conventional
3878,Community,N,Scottsdale,1791,3,1988,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,4886,Detached,Conventional
3887,Private,N,Tempe,1734,4,1974,4,2,1,1,Roosevelt,Powell,Westwood,4,4,7353,Detached,Conventional
3892,Community,N,Chandler,1585,3,1991,3,3,1,1,Adult,Adult,Adult,80,80,6203,Detached,Conventional
3897,Both,N,Scottsdale,3722,4,1993,4,3,1,1,Cochise,Cocopah,Chaparral High,48,48,11612,Detached,Cash
3898,Private,Y,Chandler,3790,7,1999,5,3,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,44039,Detached,VA
3905,Both,N,Chandler,3750,7,2016,5,4.5,2,2,Ira A. Fulton,Bogle Junior High,Hamilton,80,80,7651,Detached,Conventional
3910,Private,N,Scottsdale,2863,5,1990,5,3,2,2,Copper Canyon,Sunrise Middle,Horizon School,69,69,9917,Detached,Other
3912,None,N,Scottsdale,2477,4,1996,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9000,Detached,Cash
3913,Private,N,Chandler,4177,6,2005,5,4,2,2,John & Carol Carlson,Santan Junior High,Basha High,80,80,10125,Detached,Conventional
3914,Private,N,Fountain Hills,2239,4,1989,4,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,9997,Detached,Cash
3915,None,N,Scottsdale,1979,3,1986,3,2,1,1,North Ranch,Desert Shadows Scott,Horizon School,69,69,9323,Detached,Conventional
3924,None,N,Scottsdale,1600,5,1960,4,2,1,1,Yavapai,Tonalea,Coronado,48,48,6087,Detached,Conventional
3925,Private,N,Chandler,2286,4,1998,4,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,9143,Detached,Conventional
3930,None,Y,Scottsdale,1287,3,1961,3,2,1,1,Yavapai,Supai,Coronado,48,48,6226,Detached,Conventional
3936,None,N,Chandler,1066,2,1986,2,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,4613,Detached,Conventional
3942,Private,N,Chandler,4055,6,2003,5,3.5,1,1,Ira A. Fulton,San Tan,Hamilton,80,80,12068,Detached,Conventional
3944,Private,N,Scottsdale,2530,4,1994,4,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9000,Detached,Conventional
3951,None,N,Chandler,2400,4,2017,3,3,1,1,Haley Elementary,Willie & Coy Payne J,Perry,80,80,6900,Detached,Conventional
3955,Private,N,Chandler,2407,5,1996,5,2.5,2,2,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,8830,Detached,Conventional
3957,None,N,Chandler,1378,3,1979,3,2,1,1,Pomeroy,Hendrix,Dobson,4,4,7318,Detached,Conventional
3958,None,N,Chandler,1500,3,1994,3,2,1,1,Sanborn,Willis,Chandler High,80,80,5983,Detached,Conventional
3959,Both,N,Chandler,1577,3,1985,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,8202,Detached,Conventional
3962,Private,N,Fountain Hills,3498,4,1999,3,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,14989,Detached,Cash
3964,Private,N,Chandler,2909,4,2019,4,3.5,1,1,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,10550,Detached,Conventional
3967,Private,N,Chandler,2706,5,2004,4,2.5,1,1,Ira A. Fulton,Santan Junior High,Hamilton,80,80,15632,Detached,Conventional
3968,Private,N,Scottsdale,1898,3,1961,3,2,1,1,Hohokam Scottsdale,Tonalea,Coronado High,48,48,6269,Detached,Conventional
3969,Private,N,Scottsdale,1560,3,1980,3,2,1,1,Cochise,Cocopah,Chaparral High,48,48,9037,Detached,Cash
3973,None,N,Chandler,2232,3,2005,3,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,8125,Detached,Conventional
3978,Private,N,Scottsdale,3146,6,1991,5,4,2,2,North Ranch,Sunrise,Paradise Valley,69,69,8533,Detached,Conventional
3989,Both,N,Scottsdale,3150,3,1998,3,3,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,21195,Detached,Cash
3995,Both,N,Scottsdale,2769,3,2006,3,2.5,2,2,Copper Ridge,Copper Ridge,Chaparral High,48,48,9861,Detached,Conventional
3999,Community,N,Chandler,1272,3,1986,3,2.5,2,2,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,4086,Detached,Conventional
4002,Private,N,Scottsdale,3489,6,1998,4,3.5,2,2,Grayhawk,Mountain Trail,Pinnacle,69,69,8400,Detached,Cash
4005,Private,N,Chandler,2337,5,1994,4,3,2,2,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10088,Detached,Conventional
4007,Community,N,Chandler,2575,5,2015,4,3,2,2,CTA Liberty,Willis,Perry,80,80,2983,Detached,Conventional
4010,Private,N,Scottsdale,3837,6,1994,5,4,2,2,North Ranch,Desert Shadows Scott,Horizon School,69,69,9623,Detached,Conventional
4017,Community,N,Chandler,3881,4,1999,3,3.5,2,2,Adult,Adult,Adult,80,80,8394,Detached,Cash
4018,Private,N,Scottsdale,1483,3,1995,3,2,1,1,Redfield Elementary,Desert Canyon,Desert Mountain,48,48,5500,Detached,Conventional
4021,Private,N,Tempe,1648,4,1971,3,2,1,1,Evans,Connolly,McClintock,213,213,8146,Detached,Cash
4031,Private,N,Chandler,3714,6,2004,4,3,2,2,John & Carol Carlson,Santan Junior High,Arizona College PEC,80,80,12552,Detached,Conventional
4042,None,N,Chandler,2022,3,1999,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,10934,Detached,Conventional
4050,Private,N,Scottsdale,2212,4,1970,4,2,1,1,Pueblo,Mohave,Saguaro High,48,48,8376,Detached,Cash
4053,Private,N,Scottsdale,2075,4,1979,4,3,1,1,Sandpiper,Desert Shadows Scott,Horizon,69,69,10720,Detached,Other
4063,None,N,Chandler,1710,4,1997,4,2,1,1,Sanborn,Willis,Chandler High,80,80,7270,Detached,Conventional
4066,None,N,Tempe,1386,3,1962,3,2,1,1,Holdeman,Gililland,Tempe High School,3,213,6681,Detached,Cash
4088,Community,N,Chandler,1220,3,2004,3,2,1,1,CTA Humphrey,Santan Junior High,Perry,80,80,5701,Detached,Cash
4094,Private,N,Scottsdale,1780,3,1992,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,10841,Detached,Conventional
4097,Community,N,Chandler,2089,3,2019,3,3.5,3,3,Frye,Bogle Junior High,Hamilton,80,80,2863,Detached,Conventional
4103,None,N,Tempe,1310,3,1954,3,1.5,1,1,Flora Threw,Connolly,McClintock,3,213,7356,Detached,Other
4105,None,Y,Scottsdale,3512,4,2001,3,3.5,2,2,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,217800,Detached,Conventional
4109,Private,N,Fountain Hills,1870,3,1989,3,2,1,1,Fountain Hills,Fountain Hills,Fountain Hills,98,98,12084,Detached,Cash
4114,Community,N,Scottsdale,1520,3,1994,3,2,1,1,Laguna,Mountainside,Desert Mountain,48,48,4248,Detached,Other
4117,None,N,Chandler,1820,3,2000,3,2.5,2,2,CTA Humphrey,Santan Junior High,Perry,80,80,3257,Detached,Conventional
4119,Private,N,Chandler,1136,3,1986,3,2,1,1,Sanborn,Willis,Chandler High,80,80,10019,Detached,Conventional
4124,None,N,Scottsdale,1560,3,1962,3,2,1,1,Navajo,Mohave,Saguaro High,48,48,7106,Detached,Cash
4125,Private,N,Chandler,2519,5,2001,5,3,2,2,Jane D. Hull,San Tan,Basha High,80,80,7681,Detached,Conventional
4131,Private,N,Tempe,2132,3,1979,3,2,1,1,Fuller,Fees,Marcos De Niza,3,213,8803,Detached,Conventional
4132,Private,N,Chandler,1999,4,1995,4,2.5,2,2,Galveston,Willis,Chandler High,80,80,5001,Detached,Conventional
4134,None,N,Chandler,1201,3,1956,3,1.75,1,1,Galveston,Willis,Chandler High,80,80,7767,Detached,Conventional
4135,None,N,Chandler,1327,3,1986,3,2,2,2,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,4870,Detached,FHA
4137,Private,N,Scottsdale,3268,4,1978,3,2,1,1,Cochise,Cocopah,Chaparral High,48,48,10816,Detached,Cash
4144,None,N,Chandler,2010,4,2001,4,2,1,1,Jane D. Hull,San Tan,Basha High,80,80,7019,Detached,Conventional
4148,Private,N,Chandler,1661,4,2000,3,2.5,2,2,Islands,Mesquite Jr High,Mesquite High,41,41,3438,Detached,Conventional
4152,None,N,Tempe,1490,3,1979,3,2,1,1,Wood,Fees,Tempe High School,3,213,7475,Detached,Conventional
4154,Private,N,Scottsdale,2323,4,1981,4,2,2,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,13939,Detached,VA
4156,None,N,Tempe,2495,5,1962,4,2.5,1,1,Carminati,Fees,Tempe High School,3,213,7958,Detached,Conventional
4163,Private,N,Tempe,1714,3,1971,3,1.75,1,1,Roosevelt,Rhodes,Dobson,4,4,8668,Detached,Cash
4170,Private,N,Chandler,2625,4,2001,4,2,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,9900,Detached,Conventional
4174,Private,N,Scottsdale,1635,3,1961,3,2,1,1,Hohokam Scottsdale,Supai,Coronado,48,48,6425,Detached,Conventional
4175,None,N,Tempe,2602,4,1987,4,2.5,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,3,10663,Detached,Conventional
4179,Private,N,Chandler,2372,4,1984,4,2.5,2,2,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,7932,Detached,Cash
4189,None,N,Tempe,1498,3,1972,3,2,1,1,Fuller,Fees,Marcos De Niza,3,213,6900,Detached,Conventional
4191,Community,N,Chandler,1258,2,1993,2,2,1,1,Adult,Adult,Adult,0,0,5994,Detached,Conventional
4193,None,N,Chandler,1089,3,1986,3,2,1,1,Kyrene del Sureno,Kyrene Middle,Corona del Sol,28,210,4796,Detached,Cash
4195,Private,Y,Scottsdale,2750,5,2003,4,2,1,1,Horseshoe Trails,Sonoran Trails,Cactus Shadows,93,93,108900,Detached,Conventional
4196,Private,N,Scottsdale,3622,5,1999,4,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,54950,Detached,Cash
4198,Private,N,Scottsdale,2725,5,1992,4,2.5,1,1,North Ranch,Desert Shadows Scott,Paradise Valley,69,69,8135,Detached,Conventional
4206,Private,N,Scottsdale,1506,3,1982,3,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,48,48,10123,Detached,Conventional
4214,Community,N,Chandler,1538,2,2016,2,2.5,3,3,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,2030,Detached,Conventional
4215,Private,N,Tempe,1852,4,1970,4,3,1,1,Arredondo Elem,McKemy,Marcos De Niza,3,213,12175,Detached,Conventional
4216,Private,N,Tempe,1260,3,1969,3,2,1,1,Curry,Connolly,McClintock,3,213,6368,Detached,Other
4219,Private,N,Tempe,1276,3,1977,3,2,1,1,Carminati,Gililland,Tempe High School,3,3,6804,Detached,Conventional
4224,Private,N,Scottsdale,3489,5,1998,4,3.5,2,2,Grayhawk,Mountain Trail,Pinnacle,69,69,10000,Detached,Conventional
4226,Private,N,Chandler,2754,4,2021,4,2.5,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,8850,Detached,Conventional
4228,None,N,Fountain Hills,2716,3,2022,2,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,16461,Detached,Conventional
4234,None,N,Scottsdale,1716,3,1958,3,2,1,1,Pima,Mohave,Saguaro High,48,48,6247,Detached,Cash
4235,Private,N,Tempe,1959,4,1972,4,2,1,1,Fuller,Fees,McClintock,3,213,8808,Detached,Conventional
4247,Private,N,Fountain Hills,2995,4,1978,3,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,42597,Detached,Cash
4250,None,N,Scottsdale,2148,5,1978,5,3,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,8505,Detached,Conventional
4251,None,N,Chandler,3352,7,2018,4,3.5,2,2,Basha Elementary Sch,Santan Junior High,Hamilton,80,80,5210,Detached,Conventional
4253,None,N,Chandler,2155,4,2004,3,2,1,1,Haley Elementary,Santan Junior High,Perry,80,80,8842,Detached,VA
4255,Private,N,Scottsdale,1434,3,1979,3,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,8774,Detached,Cash
4256,Community,N,Chandler,1788,3,2004,2,2,1,1,Adult,Adult,Adult,80,80,7387,Detached,Conventional
4257,None,N,Chandler,1551,3,1995,3,2,1,1,Sanborn,Willis,Chandler High,80,80,5750,Detached,Conventional
4267,None,N,Scottsdale,1525,3,1960,3,1.75,1,1,Tonalea,Supai,Coronado High,48,48,7002,Detached,Conventional
4269,Private,N,Scottsdale,1703,3,1957,3,2,1,1,Pima,Tonalea,Coronado High,48,48,9444,Detached,Conventional
4270,Community,N,Scottsdale,1603,3,1986,2,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,7729,Detached,Cash
4271,Community,N,Chandler,2015,3,2018,3,3.5,3,3,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,2030,Detached,Conventional
4279,Private,N,Fountain Hills,2128,3,1992,3,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,17868,Detached,Conventional
4282,Private,N,Scottsdale,1589,3,1983,2,2,1,1,North Ranch,Desert Shadows,Horizon School,69,69,10938,Detached,Conventional
4288,Private,N,Scottsdale,2358,4,1984,4,2.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,10793,Detached,Conventional
4289,None,N,Scottsdale,2479,3,2015,2,2.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7277,Detached,Conventional
4293,Community,N,Scottsdale,1733,2,1992,2,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,6038,Detached,Conventional
4302,None,N,Chandler,4605,5,2007,4,3.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,10840,Detached,Conventional
4303,Private,N,Scottsdale,2609,5,1994,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10366,Detached,Cash
4307,Private,N,Scottsdale,1470,3,1967,3,2,1,1,Pima,Mohave,Saguaro High,48,48,7484,Detached,Conventional
4308,Private,N,Scottsdale,1782,3,1986,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,10341,Detached,Other
4311,Private,N,Scottsdale,1715,3,1994,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,5100,Detached,Conventional
4314,Private,N,Tempe,2545,5,1967,5,2,1,1,Hudson,Connolly,McClintock,3,213,9548,Detached,Cash
4318,None,N,Chandler,1626,5,1973,4,1.75,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,8080,Detached,Cash
4319,Private,N,Tempe,1383,3,1979,3,2,1,1,Carminati,Gililland,Tempe High School,3,213,7505,Detached,Conventional
4328,Private,N,Scottsdale,2630,5,1996,4,3,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,10243,Detached,Cash
4332,Private,N,Scottsdale,2038,5,1992,4,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain,48,48,7727,Detached,Conventional
4345,None,N,Chandler,1833,4,1995,4,2,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,7322,Detached,Conventional
4349,None,N,Chandler,1572,4,2015,4,2,1,1,Haley Elementary,Santan Junior High,Perry,80,80,5500,Detached,Cash
4351,None,N,Chandler,1606,4,1979,4,3,1,1,Pomeroy,Summit Academy,Dobson,4,4,6395,Detached,Conventional
4353,None,N,Scottsdale,1460,2,1954,2,1,1,1,Tonalea,Supai,Coronado,48,48,6933,Detached,Other
4355,None,N,Scottsdale,1404,3,1958,3,2,1,1,Yavapai,Tonalea,Coronado High,48,48,6599,Detached,Cash
4356,None,N,Tempe,1422,3,1962,3,2,1,1,Holdeman,Gililland,Tempe High School,3,213,7793,Detached,Conventional
4371,Private,N,Scottsdale,2276,4,1983,4,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,11661,Detached,Conventional
4382,Private,N,Scottsdale,2230,3,1977,2,2,1,1,Kiva,Mohave,Saguaro High,48,48,6830,Detached,Cash
4383,Private,N,Scottsdale,2806,4,1998,4,2.5,1,1,Grayhawk,Explorer,Pinnacle,69,69,9464,Detached,Conventional
4385,Private,N,Scottsdale,2863,5,1993,4,3,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,8645,Detached,Conventional
4388,Private,N,Tempe,2308,4,2000,4,3,1,1,C. I. Waggoner,Kyrene Middle,Mountain Pointe,28,213,8333,Detached,Other
4390,Private,N,Chandler,2035,5,1998,3,2,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,8451,Detached,Conventional
4393,None,N,Chandler,2985,6,2003,5,3,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,8510,Detached,Conventional
4394,Private,N,Chandler,2512,4,1998,4,3,2,2,Dr. Howard K. Conley,Bogle Junior High,Hamilton,80,80,7318,Detached,Conventional
4396,Private,N,Chandler,1958,3,1984,3,2,2,2,Kyrene de la Paloma,Kyrene del Pueblo,Mountain Pointe,28,213,10380,Detached,Conventional
4397,None,N,Chandler,2232,4,2004,4,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,9863,Detached,Conventional
4412,Private,N,Chandler,2820,4,2002,4,2.5,1,1,CTA Independence,Bogle Junior High,Hamilton,80,80,9546,Detached,Conventional
4414,Private,N,Chandler,2959,4,1997,4,2.5,1,1,Kyrene de las Manita,Pueblo,Mountain Pointe,28,213,9677,Detached,Conventional
4418,None,N,Scottsdale,2187,4,1987,4,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,8280,Detached,Conventional
4426,Private,Y,Chandler,3036,5,1985,3,3,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,65340,Detached,Conventional
4438,Community,N,Scottsdale,2806,5,2004,4,3.5,2,2,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,6728,Detached,Conventional
4443,None,N,Scottsdale,1652,3,1993,3,1.75,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,7292,Detached,Conventional
4454,Both,N,Chandler,2404,4,2016,3,3,2,2,Ira A. Fulton,Bogle Junior High,Hamilton,80,80,7232,Detached,Conventional
4456,None,N,Scottsdale,3192,5,1986,4,3.5,1,1,Copper Ridge,Copper Ridge,Chaparral High,48,48,17073,Detached,Cash
4457,Private,N,Chandler,2537,6,1998,4,2.5,1,1,Sanborn,Willis,Chandler High,80,80,10607,Detached,Conventional
4464,Private,N,Chandler,2102,6,1964,4,2,1,1,Hartford Sylvia Enci,Bogle Junior High,Chandler High,80,80,7985,Detached,Conventional
4465,Community,Y,Tempe,1794,3,1989,3,2,1,1,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,3,6621,Detached,Conventional
4467,Community,N,Tempe,1166,2,1995,2,2.5,2,2,Wood,Fees,Marcos De Niza,3,213,2161,Detached,Conventional
4469,Private,N,Scottsdale,3440,4,1998,4,3,1,1,Grayhawk,Desert Shadows,Pinnacle,69,69,10316,Detached,Conventional
4470,Private,Y,Scottsdale,3423,7,1994,4,3.5,2,2,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,46536,Detached,Conventional
4477,Private,N,Chandler,3824,6,2006,5,3.5,2,1,Haley Elementary,San Tan,Perry,80,80,12413,Detached,Conventional
4482,None,Y,Scottsdale,2000,6,1969,4,2,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,23893,Detached,Other
4490,Private,N,Chandler,2478,4,1999,4,2,1,1,CTA Humphrey,Willis,Perry,80,80,8970,Detached,VA
4495,None,N,Chandler,1954,4,1997,3,2,1,1,Dr. Howard K. Conley,John M Andersen Jr H,Hamilton,80,80,6900,Detached,Conventional
4503,Community,N,Chandler,1634,4,1999,3,3,1,1,Adult,Adult,Adult,80,80,7762,Detached,Conventional
4521,None,N,Scottsdale,2067,4,1984,4,2,1,1,North Ranch,Desert Shadows Scott,Horizon School,69,69,9487,Detached,Conventional
4522,Private,N,Scottsdale,1627,4,1961,4,2,1,1,Yavapai,Supai,Coronado High,48,48,7148,Detached,Conventional
4525,Private,N,Chandler,2050,4,1994,4,2,1,1,Kyrene de la Mirada,Kyrene del Pueblo,Mountain Pointe,28,213,6016,Detached,Cash
4527,None,N,Chandler,3149,5,1992,5,3,3,2,Kyrene de la Colina,Pueblo del Sol,Corona del Sol,28,213,7340,Detached,Cash
4529,None,N,Tempe,1764,4,1961,4,2,1,1,Laird,McKemy,McClintock,3,213,7897,Attached,Cash
4533,Private,N,Tempe,1498,3,1971,3,2,1,1,Roosevelt,Rhodes,Dobson,4,4,7545,Detached,Conventional
4534,Private,N,Chandler,1170,3,1984,3,2,1,1,CTA Humphrey,Willis,Perry,80,80,8006,Detached,FHA
4537,Both,N,Scottsdale,2715,3,2000,3,3,1,1,Grayhawk,Mountain Trail,Pinnacle,69,69,10880,Detached,Conventional
4548,Private,N,Chandler,2883,4,1991,4,2.5,1,1,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,10293,Detached,Conventional
4550,Private,N,Chandler,1958,3,1989,3,2,1,1,John M. Andersen,Connolly,Chandler High,80,80,7815,Detached,Other
